config:	0.12886831164360046	0.30120810866355896
time:1715232312.3166242	freq:253.76338	ampl:0.1449954
time:1715232312.4018102	freq:130.93896	ampl:0.44043997
time:1715232312.5085511	freq:130.50864	ampl:0.3705388
time:1715232312.5940871	freq:130.39423	ampl:0.4549025
time:1715232312.679432	freq:145.37035	ampl:0.6607867
time:1715232312.785816	freq:146.33931	ampl:0.5473806
time:1715232312.8718271	freq:143.77477	ampl:0.4586341
time:1715232312.956578	freq:163.92006	ampl:0.3181282
time:1715232313.063591	freq:161.1594	ampl:0.27484766
time:1715232313.148695	freq:174.75989	ampl:0.41705126
time:1715232313.233875	freq:174.05862	ampl:0.33657053
time:1715232313.340642	freq:175.32664	ampl:0.37241727
time:1715232313.4257421	freq:195.47255	ampl:0.4210201
time:1715232313.532479	freq:194.83485	ampl:0.37792638
time:1715232313.618104	freq:195.17696	ampl:0.56236076
time:1715232313.7032762	freq:219.51096	ampl:0.55418307
time:1715232313.809767	freq:219.12401	ampl:0.49524683
time:1715232313.895348	freq:219.81073	ampl:0.47914124
time:1715232313.9805698	freq:246.40546	ampl:0.30949074
time:1715232314.087089	freq:265.32916	ampl:0.47580412
time:1715232314.172447	freq:260.87827	ampl:0.6523822
time:1715232314.257992	freq:260.56897	ampl:0.4474931
time:1715232314.364629	freq:260.1034	ampl:0.4107888
time:1715232314.449774	freq:292.84933	ampl:0.37475035
time:1715232314.535553	freq:293.07208	ampl:0.3318735
time:1715232314.641954	freq:296.03033	ampl:0.32930425
time:1715232314.727436	freq:328.59464	ampl:0.30911717
time:1715232314.812766	freq:329.8173	ampl:0.4614222
time:1715232314.919462	freq:347.999	ampl:0.47844145
time:1715232315.00458	freq:347.49524	ampl:0.29777285
time:1715232315.111417	freq:388.69308	ampl:0.60147303
time:1715232315.1965718	freq:390.0649	ampl:0.5337766
time:1715232315.281999	freq:389.98956	ampl:0.39951798
time:1715232315.388774	freq:438.1063	ampl:0.5435076
time:1715232315.473944	freq:438.48203	ampl:0.52120566
time:1715232315.5593572	freq:439.00644	ampl:0.42655784
time:1715232315.666096	freq:493.08737	ampl:0.32725555
time:1715232315.751467	freq:492.9851	ampl:0.21930405
time:1715232315.836783	freq:496.1182	ampl:0.19718868
time:1715232315.9434052	freq:520.9182	ampl:0.30306026
time:1715232316.028619	freq:521.52057	ampl:0.24747817
time:1715232316.114208	freq:573.7355	ampl:0.32435372
time:1715232316.220982	freq:587.68274	ampl:0.32659048
time:1715232316.306045	freq:585.9848	ampl:0.432511
time:1715232316.391285	freq:656.4587	ampl:0.6619101
time:1715232316.498088	freq:656.57153	ampl:0.49548525
time:1715232316.5833058	freq:697.8046	ampl:0.5363978
time:1715232316.690141	freq:697.4581	ampl:0.6485422
time:1715232316.775302	freq:697.41003	ampl:0.4604744
time:1715232316.860502	freq:762.7634	ampl:0.4929986
time:1715232316.9674602	freq:783.33466	ampl:0.38183266
time:1715232317.052497	freq:782.7446	ampl:0.32572043
time:1715232317.138042	freq:880.05743	ampl:0.30449072
time:1715232317.244608	freq:879.06665	ampl:0.19063532
time:1715232317.329949	freq:985.3269	ampl:0.4503891
time:1715232317.415323	freq:986.1387	ampl:0.4522646
time:1715232317.5218859	freq:988.3738	ampl:0.27484643
time:1715232317.6073399	freq:1044.2643	ampl:0.22692743
time:1715232317.692758	freq:1044.4894	ampl:0.17724556
time:1715232317.799624	freq:1044.3491	ampl:0.19065626
time:1715232318.268592	freq:1393.7192	ampl:0.21313567
time:1715232318.353922	freq:1394.713	ampl:0.19461688
time:1715232318.546221	freq:1392.1957	ampl:0.15085605
time:1715232318.823456	freq:1764.7853	ampl:0.13228776
time:1715232318.994086	freq:1759.4895	ampl:0.1473312
time:1715232319.100761	freq:224.43509	ampl:0.13848533
time:1715232319.271152	freq:1975.9922	ampl:0.19631559
time:1715232319.378139	freq:197.2665	ampl:0.13372637
time:1715232319.56994	freq:2090.6938	ampl:0.22618933
time:1715232319.7410831	freq:96.527504	ampl:0.1335327
time:1715232319.84745	freq:1761.7537	ampl:0.1710544
time:1715232320.018309	freq:193.21506	ampl:0.20543683
time:1715232320.2953029	freq:1394.2386	ampl:0.26123837
time:1715232320.487273	freq:1316.2554	ampl:0.19148888
time:1715232320.764899	freq:1316.736	ampl:0.22416735
time:1715232320.956468	freq:1046.9491	ampl:0.24086532
time:1715232321.041992	freq:1044.2418	ampl:0.25780132
time:1715232321.148855	freq:1044.599	ampl:0.22282478
time:1715232321.234139	freq:985.67975	ampl:0.46244308
time:1715232321.3191	freq:986.845	ampl:0.35612488
time:1715232321.426034	freq:988.9057	ampl:0.29279724
time:1715232321.511246	freq:879.3271	ampl:0.2693328
time:1715232321.596494	freq:879.6117	ampl:0.21447468
time:1715232321.703062	freq:781.5746	ampl:0.39533907
time:1715232321.788591	freq:782.82684	ampl:0.42668077
time:1715232321.873932	freq:783.58026	ampl:0.4091913
time:1715232321.9805741	freq:697.9679	ampl:0.55280334
time:1715232322.0657911	freq:697.27826	ampl:0.42915812
time:1715232322.1511621	freq:656.3822	ampl:0.6418386
time:1715232322.2577171	freq:656.79877	ampl:0.5886505
time:1715232322.343621	freq:658.54156	ampl:0.33929363
time:1715232322.4287539	freq:580.70667	ampl:0.266316
time:1715232322.53513	freq:586.4897	ampl:0.36300948
time:1715232322.620595	freq:584.95557	ampl:0.42527765
time:1715232322.727107	freq:521.6145	ampl:0.27773386
time:1715232322.812649	freq:519.95764	ampl:0.27743298
time:1715232322.89775	freq:493.05225	ampl:0.40070093
time:1715232323.004547	freq:492.94806	ampl:0.3123413
time:1715232323.089858	freq:436.59827	ampl:0.45993152
time:1715232323.175293	freq:438.6272	ampl:0.587397
time:1715232323.281728	freq:438.59268	ampl:0.5602176
time:1715232323.366996	freq:390.09436	ampl:0.75516325
time:1715232323.452234	freq:389.69485	ampl:0.7072189
time:1715232323.558996	freq:390.11362	ampl:0.43160853
time:1715232323.6443582	freq:347.45288	ampl:0.41245994
time:1715232323.729579	freq:347.92096	ampl:0.2634533
time:1715232323.8366408	freq:347.88412	ampl:0.31231663
time:1715232323.921876	freq:328.92874	ampl:0.26132146
time:1715232324.0070539	freq:328.2768	ampl:0.2600561
time:1715232324.113967	freq:328.4582	ampl:0.4148416
time:1715232324.199187	freq:292.86737	ampl:0.44683364
time:1715232324.305737	freq:292.93637	ampl:0.44569767
time:1715232324.391145	freq:261.23956	ampl:0.49884078
time:1715232324.476605	freq:260.59525	ampl:0.36528108
time:1715232324.5830941	freq:261.4885	ampl:0.33072376
time:1715232324.66854	freq:246.21786	ampl:0.26965448
time:1715232324.753865	freq:246.30476	ampl:0.22466448
time:1715232324.8606648	freq:219.8347	ampl:0.51934797
time:1715232324.9455462	freq:219.5269	ampl:0.516384
time:1715232325.031172	freq:219.18808	ampl:0.504895
time:1715232325.137716	freq:219.31128	ampl:0.5099994
time:1715232325.2232661	freq:194.95578	ampl:0.4404709
time:1715232325.308325	freq:196.25204	ampl:0.4789847
time:1715232325.4152188	freq:174.44087	ampl:0.3197255
time:1715232325.500328	freq:173.8906	ampl:0.26728034
time:1715232325.585863	freq:163.18092	ampl:0.359603
time:1715232325.6924171	freq:163.80324	ampl:0.2853855
time:1715232325.777672	freq:164.17546	ampl:0.32775405
time:1715232325.884486	freq:145.6918	ampl:0.6291976
time:1715232325.969614	freq:146.38257	ampl:0.54648846
time:1715232326.055085	freq:146.50845	ampl:0.46072847
time:1715232326.161833	freq:146.51523	ampl:0.40602028
time:1715232326.247229	freq:130.63033	ampl:0.31825563
time:1715232326.332387	freq:130.60867	ampl:0.2550481
time:1715232326.4391398	freq:130.35211	ampl:0.1931043
time:1715232326.524609	freq:130.30264	ampl:0.16440284
time:1715232327.6337109	freq:436.8983	ampl:0.3354879
time:1715232327.7402902	freq:438.69504	ampl:0.5158645
time:1715232327.8257751	freq:439.00958	ampl:0.41889095
time:1715232327.9116712	freq:441.91156	ampl:0.15974486
