config:	0.12886831164360046	0.30120810866355896
time:1715233279.485306	freq:131.17491	ampl:0.4952016
time:1715233279.570601	freq:130.70529	ampl:0.47661307
time:1715233279.656129	freq:130.9034	ampl:0.41461903
time:1715233279.762563	freq:131.19313	ampl:0.32112235
time:1715233279.847933	freq:261.1726	ampl:0.29866686
time:1715233279.9332619	freq:145.2486	ampl:0.55316615
time:1715233280.040148	freq:146.24707	ampl:0.49143437
time:1715233280.1250591	freq:146.38936	ampl:0.37727764
time:1715233280.210534	freq:146.7929	ampl:0.33986244
time:1715233280.3173862	freq:163.21501	ampl:0.2687276
time:1715233280.40247	freq:163.97897	ampl:0.21899606
time:1715233280.48764	freq:163.85635	ampl:0.21108331
time:1715233280.594345	freq:348.5378	ampl:0.25243863
time:1715233280.679657	freq:174.54523	ampl:0.35215944
time:1715233280.7863312	freq:173.9223	ampl:0.27966288
time:1715233280.872252	freq:173.69931	ampl:0.2622518
time:1715233280.957079	freq:174.80183	ampl:0.30465606
time:1715233281.063799	freq:195.16577	ampl:0.36682636
time:1715233281.14895	freq:194.95032	ampl:0.33211467
time:1715233281.234916	freq:194.6905	ampl:0.29498968
time:1715233281.3413239	freq:195.04805	ampl:0.4432237
time:1715233281.426252	freq:219.36275	ampl:0.46556827
time:1715233281.511736	freq:219.2127	ampl:0.3432052
time:1715233281.618361	freq:219.5163	ampl:0.26234373
time:1715233281.7037292	freq:247.78653	ampl:0.24316305
time:1715233281.789222	freq:246.34334	ampl:0.18975109
time:1715233281.89591	freq:245.37906	ampl:0.17471214
time:1715233281.981361	freq:247.86043	ampl:0.17427225
time:1715233282.066539	freq:261.37253	ampl:0.45338905
time:1715233282.172905	freq:260.37137	ampl:0.37929654
time:1715233282.25835	freq:260.61206	ampl:0.3060341
time:1715233282.365624	freq:261.09775	ampl:0.32471433
time:1715233282.4507198	freq:292.94174	ampl:0.40590724
time:1715233282.5355911	freq:292.9096	ampl:0.34527674
time:1715233282.642321	freq:292.9517	ampl:0.3350618
time:1715233282.727769	freq:293.66223	ampl:0.30073625
time:1715233282.813204	freq:328.59402	ampl:0.21536344
time:1715233282.91994	freq:328.61978	ampl:0.17870502
time:1715233283.005228	freq:329.16312	ampl:0.20060475
time:1715233283.0907202	freq:347.63004	ampl:0.41360527
time:1715233283.1970901	freq:348.82846	ampl:0.24705009
time:1715233283.282778	freq:347.7299	ampl:0.17773461
time:1715233283.368114	freq:391.97482	ampl:0.30145934
time:1715233283.4744902	freq:389.5595	ampl:0.4691644
time:1715233283.5597792	freq:389.88208	ampl:0.32419765
time:1715233283.645138	freq:390.7906	ampl:0.23902436
time:1715233283.751735	freq:438.5691	ampl:0.42751172
time:1715233283.837298	freq:438.4121	ampl:0.42491695
time:1715233283.943712	freq:438.32974	ampl:0.40536034
time:1715233284.0290918	freq:439.59647	ampl:0.3431537
time:1715233284.114303	freq:493.00415	ampl:0.27423945
time:1715233284.221242	freq:492.3748	ampl:0.14998601
time:1715233284.3920488	freq:519.0994	ampl:0.27400327
time:1715233284.498365	freq:520.85925	ampl:0.28517926
time:1715233284.583626	freq:521.93854	ampl:0.23838423
time:1715233284.669147	freq:521.1035	ampl:0.244311
time:1715233284.7759938	freq:582.0211	ampl:0.2317325
time:1715233284.861082	freq:587.96606	ampl:0.22822455
