config:	0.12886831164360046	0.30120810866355896
time:1715233583.7385778	freq:130.88576	ampl:0.49973455
time:1715233583.823827	freq:130.73299	ampl:0.53089255
time:1715233583.930409	freq:130.9412	ampl:0.39421904
time:1715233584.015901	freq:130.3089	ampl:0.36582533
time:1715233584.122649	freq:145.75345	ampl:0.5578131
time:1715233584.2078671	freq:146.24051	ampl:0.5524504
time:1715233584.2930899	freq:146.38087	ampl:0.4922565
time:1715233584.39999	freq:147.28561	ampl:0.3814991
time:1715233584.4852328	freq:154.74933	ampl:0.28466672
time:1715233584.570682	freq:154.4894	ampl:0.21682402
time:1715233584.67738	freq:154.35345	ampl:0.18485539
time:1715233584.762556	freq:347.5209	ampl:0.37627354
time:1715233584.847765	freq:174.22017	ampl:0.35720822
time:1715233584.954613	freq:173.71379	ampl:0.3429566
time:1715233585.0401049	freq:173.80959	ampl:0.29031673
time:1715233585.125359	freq:197.3003	ampl:0.39311045
time:1715233585.231947	freq:195.01938	ampl:0.4005637
time:1715233585.31707	freq:194.81015	ampl:0.3666727
time:1715233585.423908	freq:194.89542	ampl:0.33896744
time:1715233585.509043	freq:194.8954	ampl:0.5173074
time:1715233585.594431	freq:219.36905	ampl:0.48973742
time:1715233585.701211	freq:219.152	ampl:0.407998
time:1715233585.787108	freq:219.3643	ampl:0.3350356
time:1715233585.871976	freq:246.87535	ampl:0.30424583
time:1715233585.978646	freq:246.1125	ampl:0.25495604
time:1715233586.063942	freq:246.72482	ampl:0.2237849
time:1715233586.149146	freq:262.2177	ampl:0.43747267
time:1715233586.2561889	freq:260.55835	ampl:0.3974452
time:1715233586.3411942	freq:260.62845	ampl:0.29711187
time:1715233586.426986	freq:261.2172	ampl:0.36237553
time:1715233586.533104	freq:292.856	ampl:0.54559636
time:1715233586.618647	freq:292.9205	ampl:0.5056561
time:1715233586.70383	freq:292.90454	ampl:0.48375407
time:1715233586.810433	freq:293.24707	ampl:0.5609976
time:1715233586.89593	freq:309.89777	ampl:0.49330008
time:1715233587.002666	freq:309.65762	ampl:0.43309075
time:1715233587.087781	freq:310.23706	ampl:0.44592598
time:1715233587.1732721	freq:348.194	ampl:0.32655233
time:1715233587.280087	freq:347.62396	ampl:0.20597327
time:1715233587.365305	freq:99.20805	ampl:0.2977161
time:1715233587.4505339	freq:389.28317	ampl:0.6819519
time:1715233587.557026	freq:390.04404	ampl:0.52750814
time:1715233587.6425729	freq:391.23294	ampl:0.40988955
time:1715233587.727892	freq:390.41638	ampl:0.5332967
time:1715233587.834403	freq:438.70114	ampl:0.58115697
time:1715233587.9197578	freq:438.06262	ampl:0.4971602
time:1715233588.005193	freq:438.99545	ampl:0.50612
time:1715233588.112105	freq:493.15012	ampl:0.42901376
time:1715233588.197339	freq:492.6308	ampl:0.19870447
time:1715233588.2827911	freq:98.68068	ampl:0.17615554
time:1715233588.3891811	freq:519.2161	ampl:0.35482848
time:1715233588.4746652	freq:521.47974	ampl:0.31402597
time:1715233588.5813022	freq:521.5234	ampl:0.24139652
time:1715233588.666786	freq:581.8385	ampl:0.34603578
time:1715233588.751869	freq:575.5629	ampl:0.19610308
time:1715233588.858498	freq:587.0314	ampl:0.24186239
time:1715233588.94364	freq:621.52997	ampl:0.61818653
time:1715233589.0290341	freq:622.9414	ampl:0.35107815
time:1715233589.135678	freq:622.4874	ampl:0.27443898
time:1715233589.22117	freq:622.2392	ampl:0.2064054
time:1715233589.306462	freq:698.13477	ampl:0.30347475
time:1715233589.413385	freq:697.8417	ampl:0.22789322
time:1715233589.498568	freq:697.1322	ampl:0.20526925
time:1715233589.583739	freq:783.53687	ampl:0.40519196
time:1715233589.690506	freq:782.39075	ampl:0.35041854
time:1715233589.775543	freq:783.3502	ampl:0.3078945
time:1715233589.861341	freq:783.05066	ampl:0.22617622
time:1715233589.9676762	freq:877.5598	ampl:0.29727998
time:1715233590.053046	freq:879.79224	ampl:0.16704643
time:1715233590.245191	freq:987.1911	ampl:0.4950885
time:1715233590.330437	freq:986.6761	ampl:0.48108536
time:1715233590.437027	freq:987.21497	ampl:0.3657209
time:1715233590.5225592	freq:988.0612	ampl:0.2843773
time:1715233590.607835	freq:1065.3549	ampl:0.29692376
time:1715233590.714431	freq:1045.2385	ampl:0.1758621
time:1715233590.799954	freq:1044.2938	ampl:0.15401964
time:1715233590.88499	freq:930.1276	ampl:0.38845807
time:1715233590.9919128	freq:928.32745	ampl:0.34207028
time:1715233591.077259	freq:928.93945	ampl:0.18093824
time:1715233591.1623158	freq:812.63336	ampl:0.27347836
time:1715233591.2694612	freq:828.5174	ampl:0.2278922
time:1715233591.354601	freq:828.755	ampl:0.14652151
time:1715233591.4399	freq:827.8966	ampl:0.24340111
time:1715233591.546586	freq:783.098	ampl:0.382325
time:1715233591.631752	freq:783.42584	ampl:0.33668497
time:1715233591.7385821	freq:782.53723	ampl:0.27282503
time:1715233591.823738	freq:699.22534	ampl:0.41030416
time:1715233591.909206	freq:697.8375	ampl:0.43940014
time:1715233592.015784	freq:697.10754	ampl:0.3299473
time:1715233592.101279	freq:624.3782	ampl:0.55213124
time:1715233592.186542	freq:620.0356	ampl:0.365517
time:1715233592.293344	freq:621.253	ampl:0.29487982
time:1715233592.378607	freq:621.39795	ampl:0.27289358
time:1715233592.463839	freq:583.6517	ampl:0.30666375
time:1715233592.570541	freq:587.5368	ampl:0.20952976
time:1715233592.655775	freq:585.7923	ampl:0.24871968
time:1715233592.740992	freq:74.55475	ampl:0.31693447
time:1715233592.847807	freq:521.1001	ampl:0.3013982
time:1715233592.933085	freq:521.6401	ampl:0.22545165
time:1715233593.04004	freq:463.39755	ampl:0.39223164
time:1715233593.1253781	freq:464.20007	ampl:0.5138331
time:1715233593.210248	freq:464.20248	ampl:0.49174136
time:1715233593.3173609	freq:464.3187	ampl:0.55788904
time:1715233593.402312	freq:414.1155	ampl:0.58590573
time:1715233593.487916	freq:414.21814	ampl:0.2082028
time:1715233593.594528	freq:412.941	ampl:0.2286917
time:1715233593.679986	freq:389.9774	ampl:0.60637397
time:1715233593.7650971	freq:390.42184	ampl:0.570073
time:1715233593.871656	freq:390.2535	ampl:0.3650713
time:1715233593.95716	freq:347.83887	ampl:0.4344292
time:1715233594.0423908	freq:348.55292	ampl:0.28829095
time:1715233594.149404	freq:348.5634	ampl:0.2371787
time:1715233594.234507	freq:618.91266	ampl:0.34235826
time:1715233594.318142	freq:309.54306	ampl:0.42972958
time:1715233594.426471	freq:310.0575	ampl:0.4158193
time:1715233594.511667	freq:309.6852	ampl:0.3940906
time:1715233594.618464	freq:293.34775	ampl:0.46219456
time:1715233594.703584	freq:292.8964	ampl:0.4339494
time:1715233594.7891378	freq:103.52545	ampl:0.44524848
time:1715233594.895865	freq:261.21625	ampl:0.51506263
time:1715233594.9811249	freq:260.65775	ampl:0.37343928
time:1715233595.066557	freq:261.6588	ampl:0.40438947
time:1715233595.1731591	freq:232.40462	ampl:0.85472757
time:1715233595.258264	freq:232.30421	ampl:0.7760288
time:1715233595.3440552	freq:232.3508	ampl:0.6437747
time:1715233595.45034	freq:232.67772	ampl:0.57998306
time:1715233595.535661	freq:206.41205	ampl:0.35992688
time:1715233595.6210918	freq:206.53328	ampl:0.30673918
time:1715233595.727645	freq:206.51515	ampl:0.38788596
time:1715233595.812902	freq:195.37512	ampl:0.45417705
time:1715233595.898453	freq:194.79102	ampl:0.4293078
time:1715233596.005046	freq:195.31914	ampl:0.43154788
time:1715233596.090321	freq:174.94746	ampl:0.41746834
time:1715233596.197147	freq:173.77586	ampl:0.34978476
time:1715233596.2824311	freq:173.8993	ampl:0.30207217
time:1715233596.367825	freq:154.62488	ampl:0.26899186
time:1715233596.4743671	freq:154.77443	ampl:0.23893787
time:1715233596.55977	freq:154.4198	ampl:0.18291749
time:1715233596.6449099	freq:145.95105	ampl:0.5067922
time:1715233596.751632	freq:146.09201	ampl:0.47999805
time:1715233596.83686	freq:146.41814	ampl:0.43652764
time:1715233596.9225569	freq:145.97624	ampl:0.3558294
time:1715233597.029048	freq:130.56494	ampl:0.42624548
time:1715233597.114366	freq:130.69814	ampl:0.3876547
time:1715233597.199821	freq:130.47527	ampl:0.28328958
time:1715233597.306405	freq:130.63928	ampl:0.24772023
time:1715233597.391813	freq:130.5902	ampl:0.18272752
time:1715233597.477282	freq:130.44038	ampl:0.15342082
time:1715233597.5838342	freq:130.49474	ampl:0.12888077
